2.47474595,5.4437985333532062e-09
0.97933895,1.7337596923448495e-09
1.3653981,1.857288411146226e-08
1.4597003000000002,1.5346477637062341e-08
1.55888545,1.2964907620351071e-08
1.752678,1.3394228519266023e-08
1.8692587,4.0682882183228311e-09
1.9595935,5.1247648143468595e-09
2.07678455,1.4393241197483953e-08
2.17291785,1.2051837831440524e-08
2.2809534,9.8447897245632745e-09
2.36793115,6.0936056579196198e-09
2.56416515,7.7303654154502476e-09
2.6618244,1.2756815640693837e-09
2.7603992,1.3182846703171903e-09
2.8681294999999998,1.521354664025902e-08
2.9725028,1.0955688077777166e-08
3.07687615,1.1767497927869737e-08
3.17911315,1.4659952751875823e-08
3.3783990000000004,1.6966646008856707e-08
3.4766686,2.0121560710091412e-08
1.0809656,3.0323513548598207e-08
1.28605,2.5006591349777702e-08
1.47099215,1.5879500953823735e-08
1.572924,1.3116122879766376e-08
1.6742454500000001,1.4029155190356435e-08
1.7758720499999998,1.4842126768372662e-08
1.8839076,8.8575587745814104e-09
1.97271645,2.0146086238112785e-08
2.0682394,2.049795983622617e-08
2.2547075,1.4699668060971249e-08
2.4634541,1.2479271956459887e-08
2.5510422,1.688772760127153e-08
2.7603992,1.912795223309122e-08
2.86172065,1.6925670402281691e-08
2.9602954,1.6716878784144468e-08
3.06161685,2.1266810735701974e-08
3.1620227499999998,2.6278996491634369e-08
3.2816552999999997,2.340221478396413e-08
3.36466565,2.5328508626018636e-08
3.44950715,2.9734459172393281e-08
0.97537155,3.1712773892007271e-08
1.0806604,3.8324724999527067e-08
1.2778100000000001,3.7185422640248508e-08
1.3739433,2.8683390436405815e-08
1.4816736499999998,2.5192473686398893e-08
1.5924558,7.784365509386544e-09
1.691641,5.9327266652994017e-09
1.7899106,4.0886871881725206e-09
1.8857386999999999,8.8215759551321288e-09
1.99163795,1.4218619329797023e-09
2.27942745,4.5865030142301001e-09
2.3706778,1.6143095375373895e-08
2.5568407,1.796809492190963e-08
2.66121405,2.2056407117394558e-08
2.76924955,2.7583769205874405e-08
2.96823025,3.1111247523117558e-08
3.3429975499999998,2.8687800807801079e-08
3.4382153000000004,1.8285239672444559e-08
0.97109895,3.0111488356849608e-08
1.1770989,2.7181084861782796e-08
